year,Australia,Austria,Belgium and Luxembourg,Canada,China,Colombia,Denmark,Finland,France,Germany,Greece,India,Ireland,Italy,Japan,Mexico,Netherlands,Norway,Portugal,ROW,South Korea,Spain,Sweden,United Kingdom,United States
   1992.0000, 231546.5500     +0.0000i, 167591.5775     +0.0000i, 194945.3562     +0.0000i, 481776.4361     +0.0000i, 557105.3604     +0.0000i,  47803.9152     +0.0000i, 120221.4203     +0.0000i,  89604.8891     +0.0000i,1198735.1333     +0.0000i,1968257.5225     +0.0000i,  89111.7924     +0.0000i, 234198.0108     +0.0000i,  51741.7619     +0.0000i,1149900.8744     +0.0000i,3795532.4149     +0.0000i, 296651.5032     +0.0000i, 309815.4939     +0.0000i,  96561.5112     +0.0000i,  97819.2280     +0.0000i,3770937.1606     +0.0000i, 339165.2726     +0.0000i, 555502.7676     +0.0000i, 211370.0109     +0.0000i, 943189.4706     +0.0000i,5714049.9982     +0.0000i
   1993.0000, 228889.4556     +0.0000i, 158537.5205     +0.0000i, 195822.5564     +0.0000i, 469407.9191     +0.0000i, 605855.0251     +0.0000i,  57177.8016     +0.0000i, 116196.5702     +0.0000i,  75602.2445     +0.0000i,1118332.2039     +0.0000i,1814588.2907     +0.0000i,  83182.1744     +0.0000i, 248951.1434     +0.0000i,  45333.5797     +0.0000i, 929429.5172     +0.0000i,4189279.3541     +0.0000i, 311152.7066     +0.0000i, 307291.6455     +0.0000i,  92350.5796     +0.0000i,  75578.8017     +0.0000i,3867562.3485     +0.0000i, 365858.7697     +0.0000i, 450377.8372     +0.0000i, 169744.1909     +0.0000i, 907242.2805     +0.0000i,6086668.4605     +0.0000i
   1994.0000, 244990.7922     +0.0000i, 173878.8756     +0.0000i, 206474.1990     +0.0000i, 477841.7513     +0.0000i, 732451.8310     +0.0000i,  73956.1987     +0.0000i, 127352.3912     +0.0000i,  91786.3673     +0.0000i,1199959.0991     +0.0000i,1938793.2427     +0.0000i,  88036.6197     +0.0000i, 296155.4362     +0.0000i,  50778.0420     +0.0000i, 990877.9706     +0.0000i,4539147.4269     +0.0000i, 316961.1502     +0.0000i, 329809.3235     +0.0000i,  99227.5753     +0.0000i,  86192.1054     +0.0000i,4091551.5965     +0.0000i, 422024.3292     +0.0000i, 478158.2832     +0.0000i, 192137.9032     +0.0000i, 961227.4773     +0.0000i,6412603.0866     +0.0000i
   1995.0000, 272504.4481     +0.0000i, 214746.9444     +0.0000i, 272039.2978     +0.0000i, 518107.3806     +0.0000i, 887922.0009     +0.0000i,  84857.9041     +0.0000i, 147011.1291     +0.0000i, 119223.3992     +0.0000i,1384512.6584     +0.0000i,2273095.9633     +0.0000i, 101252.9546     +0.0000i, 349275.3539     +0.0000i,  60157.6323     +0.0000i,1061114.1521     +0.0000i,4974064.4655     +0.0000i, 229416.2547     +0.0000i, 364564.1169     +0.0000i, 118344.2647     +0.0000i, 107068.1223     +0.0000i,4667083.3562     +0.0000i, 514099.8931     +0.0000i, 551356.6792     +0.0000i, 234962.5240     +0.0000i,1064660.6263     +0.0000i,6722183.2482     +0.0000i
   1996.0000, 293872.6124     +0.0000i, 209550.4069     +0.0000i, 267818.9392     +0.0000i, 525457.9659     +0.0000i,1092118.7291     +0.0000i,  87886.1777     +0.0000i, 144478.1643     +0.0000i, 114333.8424     +0.0000i,1363426.5356     +0.0000i,2183298.8313     +0.0000i, 106709.6225     +0.0000i, 361650.0506     +0.0000i,  66369.8716     +0.0000i,1158030.5119     +0.0000i,4438891.7714     +0.0000i, 286041.2234     +0.0000i, 352253.4085     +0.0000i, 121629.3249     +0.0000i, 107943.8951     +0.0000i,4977653.3711     +0.0000i, 558982.1118     +0.0000i, 570036.0381     +0.0000i, 246995.0912     +0.0000i,1110047.2503     +0.0000i,7086308.9697     +0.0000i
   1997.0000, 306569.0307     +0.0000i, 188012.7719     +0.0000i, 252512.2106     +0.0000i, 553567.1686     +0.0000i,1149075.6028     +0.0000i,  95376.2316     +0.0000i, 143081.7738     +0.0000i, 111733.5053     +0.0000i,1240652.3353     +0.0000i,1948393.2572     +0.0000i,  98907.9328     +0.0000i, 372538.8949     +0.0000i,  71740.1256     +0.0000i,1112140.4369     +0.0000i,4046247.3202     +0.0000i, 340653.8757     +0.0000i, 341055.5551     +0.0000i, 123252.8936     +0.0000i, 104563.0775     +0.0000i,5079360.4693     +0.0000i, 500027.6723     +0.0000i, 534800.8834     +0.0000i, 222104.7663     +0.0000i,1221034.3360     +0.0000i,7630380.3301     +0.0000i
   1998.0000, 298045.6806     +0.0000i, 193689.3167     +0.0000i, 264567.9542     +0.0000i, 549960.8509     +0.0000i,1144322.3850     +0.0000i,  91731.5301     +0.0000i, 147351.5403     +0.0000i, 121723.3731     +0.0000i,1306541.7751     +0.0000i,2006934.4916     +0.0000i, 105536.6697     +0.0000i, 385559.6662     +0.0000i,  74037.5098     +0.0000i,1128456.2970     +0.0000i,3721926.7146     +0.0000i, 355396.8256     +0.0000i, 340273.8902     +0.0000i, 126922.5738     +0.0000i, 108244.0975     +0.0000i,4730707.2318     +0.0000i, 311726.3656     +0.0000i, 557223.3168     +0.0000i, 225321.8947     +0.0000i,1275813.7972     +0.0000i,8078217.7040     +0.0000i
   1999.0000, 302315.3306     +0.0000i, 193586.3519     +0.0000i, 269175.3764     +0.0000i, 582695.5317     +0.0000i,1248503.2370     +0.0000i,  78977.2748     +0.0000i, 141804.1878     +0.0000i, 119202.9040     +0.0000i,1283323.3002     +0.0000i,1939586.2247     +0.0000i, 111927.2064     +0.0000i, 416933.1345     +0.0000i,  88067.7594     +0.0000i,1124737.8917     +0.0000i,4158462.4344     +0.0000i, 400110.8618     +0.0000i, 351449.5408     +0.0000i, 128017.0878     +0.0000i, 116823.1825     +0.0000i,4450818.3145     +0.0000i, 443080.1933     +0.0000i, 577891.4024     +0.0000i, 228969.5048     +0.0000i,1285435.1673     +0.0000i,8620130.4726     +0.0000i
   2000.0000, 304227.7317     +0.0000i, 187166.6174     +0.0000i, 265958.2312     +0.0000i, 651344.4574     +0.0000i,1331772.2272     +0.0000i,  80003.1889     +0.0000i, 133949.0845     +0.0000i, 110370.7578     +0.0000i,1216632.7912     +0.0000i,1764861.4888     +0.0000i, 100871.6091     +0.0000i, 440763.3341     +0.0000i,  86911.8122     +0.0000i,1051046.9438     +0.0000i,4452771.7489     +0.0000i, 480553.5434     +0.0000i, 335112.1339     +0.0000i, 131301.6945     +0.0000i, 108382.1302     +0.0000i,4722965.2128     +0.0000i, 537581.3130     +0.0000i, 554057.0258     +0.0000i, 226835.3126     +0.0000i,1279253.8348     +0.0000i,9063432.8505     +0.0000i
   2001.0000, 275309.6713     +0.0000i, 189527.7504     +0.0000i, 269662.2468     +0.0000i, 627580.6574     +0.0000i,1556565.4692     +0.0000i,  81209.9028     +0.0000i, 139497.2486     +0.0000i, 116046.7260     +0.0000i,1234435.7954     +0.0000i,1832106.2420     +0.0000i,  99783.6257     +0.0000i, 463465.4330     +0.0000i,  90392.2845     +0.0000i,1075893.3821     +0.0000i,3969360.6555     +0.0000i, 488913.4332     +0.0000i, 341382.3032     +0.0000i, 127337.1481     +0.0000i, 112114.0594     +0.0000i,4753832.4138     +0.0000i, 483912.5167     +0.0000i, 588881.1500     +0.0000i, 211019.7359     +0.0000i,1233270.8586     +0.0000i,9135124.3225     +0.0000i
   2002.0000, 311932.5056     +0.0000i, 199718.6699     +0.0000i, 300894.9227     +0.0000i, 670173.7653     +0.0000i,1721608.3346     +0.0000i,  81783.6653     +0.0000i, 149572.0958     +0.0000i, 129249.3822     +0.0000i,1307264.9988     +0.0000i,1889095.6089     +0.0000i, 111007.7059     +0.0000i, 499939.1029     +0.0000i,  94257.9104     +0.0000i,1174549.7745     +0.0000i,3796704.2723     +0.0000i, 485798.5055     +0.0000i, 360675.6074     +0.0000i, 143595.9052     +0.0000i, 118944.9922     +0.0000i,4895443.7958     +0.0000i, 571000.1651     +0.0000i, 645361.6416     +0.0000i, 227887.0161     +0.0000i,1271658.0322     +0.0000i,9379277.5205     +0.0000i
   2003.0000, 366242.0131     +0.0000i, 248765.6201     +0.0000i, 360149.1421     +0.0000i, 767594.7614     +0.0000i,2119012.9609     +0.0000i,  80814.3597     +0.0000i, 178087.8187     +0.0000i, 154933.9769     +0.0000i,1577562.0108     +0.0000i,2220194.9845     +0.0000i, 152187.6930     +0.0000i, 565618.2615     +0.0000i, 119263.3502     +0.0000i,1433013.4891     +0.0000i,4047298.2612     +0.0000i, 586174.3836     +0.0000i, 461333.2971     +0.0000i, 166826.6849     +0.0000i, 142096.7009     +0.0000i,5573592.8469     +0.0000i, 613530.5522     +0.0000i, 817456.1818     +0.0000i, 289439.6903     +0.0000i,1554015.9486     +0.0000i,9757469.9352     +0.0000i
   2004.0000, 465946.7801     +0.0000i, 280382.7656     +0.0000i, 420761.2320     +0.0000i, 854649.1287     +0.0000i,2435353.7181     +0.0000i,  98992.7766     +0.0000i, 204441.7187     +0.0000i, 173050.8924     +0.0000i,1806618.8645     +0.0000i,2450464.8198     +0.0000i, 178788.1961     +0.0000i, 658700.5744     +0.0000i, 137415.7457     +0.0000i,1636236.6927     +0.0000i,4337418.8929     +0.0000i, 621697.6443     +0.0000i, 542284.8646     +0.0000i, 190541.9255     +0.0000i, 168669.2622     +0.0000i,6742843.1953     +0.0000i, 691671.4966     +0.0000i, 972166.4576     +0.0000i, 328582.2423     +0.0000i,1827635.7860     +0.0000i,10455071.7353     +0.0000i
   2005.0000, 512363.0984     +0.0000i, 286343.1101     +0.0000i, 429537.7798     +0.0000i, 960430.4733     +0.0000i,2784922.4915     +0.0000i, 122998.6416     +0.0000i, 210185.1533     +0.0000i, 179097.4549     +0.0000i,1898327.9077     +0.0000i,2520013.7803     +0.0000i, 182228.1930     +0.0000i, 799276.6246     +0.0000i, 144962.7338     +0.0000i,1675807.6123     +0.0000i,4373018.6649     +0.0000i, 707361.2565     +0.0000i, 582535.7002     +0.0000i, 222066.3750     +0.0000i, 178229.1217     +0.0000i,7924833.7519     +0.0000i, 810546.2615     +0.0000i,1033467.0411     +0.0000i, 332623.5391     +0.0000i,1843061.0225     +0.0000i,11106891.4631     +0.0000i
   2006.0000, 541210.8643     +0.0000i, 303164.3555     +0.0000i, 440155.9118     +0.0000i,1080431.9013     +0.0000i,3309309.7329     +0.0000i, 141275.3313     +0.0000i, 233160.5444     +0.0000i, 189547.0705     +0.0000i,1948578.7180     +0.0000i,2703703.2914     +0.0000i, 203874.6447     +0.0000i, 935473.3259     +0.0000i, 163689.5925     +0.0000i,1762811.8600     +0.0000i,4130466.1096     +0.0000i, 792091.8956     +0.0000i, 632295.5182     +0.0000i, 249711.7467     +0.0000i, 175847.5256     +0.0000i,9382106.1306     +0.0000i, 892896.2363     +0.0000i,1127001.9748     +0.0000i, 357038.5712     +0.0000i,2050305.3949     +0.0000i,11585326.6933     +0.0000i
   2007.0000, 622465.5656     +0.0000i, 355086.6527     +0.0000i, 510547.4092     +0.0000i,1210169.6317     +0.0000i,4337124.6154     +0.0000i, 174836.3705     +0.0000i, 268301.7168     +0.0000i, 225173.5690     +0.0000i,2279468.5815     +0.0000i,3029552.0709     +0.0000i, 237394.2123     +0.0000i,1205796.2947     +0.0000i, 194430.5583     +0.0000i,2018396.0427     +0.0000i,4098376.6877     +0.0000i, 891920.3095     +0.0000i, 696516.7428     +0.0000i, 289216.5776     +0.0000i, 206802.7969     +0.0000i,11331570.9355     +0.0000i, 935987.2290     +0.0000i,1303845.8829     +0.0000i, 424686.2249     +0.0000i,2282692.9627     +0.0000i,11939935.1510     +0.0000i
